"point.ID","poly.ID","SUID","ORG","ACTIVITY_C","ACTIVITY","LOCAL_QUAL","ASU_NBR_UN","ASU_UOM","ADMIN_REGI","ADMIN_FORE","ADMIN_DIST","STATE_ABBR","OWNERSHIP_","PROC_REGIO","PROC_FORES","LAND_SUITA","PRODUCTIVI","SLOPE","ELEVATION","ASPECT","MGT_AREA_C","MGT_PRESCR","NBR_UNITS_","NBR_UNITS1","UOM","DATE_PLANN","DATE_ACCOM","DATE_COMPL","FISCAL_YEA","FISCAL_Y_1","FISCAL_Y_2","FY_PLANNED","KEYPOINT","FUND_CODE","METHOD_COD","EQUIPMENT_","COST_PER_U","NEPA_PROJE","NEPA_DOC_N","IMPLEMENTA","IMPLEMEN_1","IMPLEMEN_2","ACCOMPLISH","ACCOMPLI_1","ACTIVITY_1","ACTIVITY_U","FACTS_ID","SUBUNIT","FEATURE_TY","TREATMENT_","ACTIVITY_2","ACTIVITY_S","WORKFORCE_","NEPA_PRO_1","SUID_CN","ISWUI","CWPP","CAT_NM","EQUIPMENT","METHOD","TREATMENT1","STAGE","STAGE_VALU","REV_DATE","DATA_SOURC","DATA_SOU_1","ACCURACY","FS_UNIT_ID","FS_UNIT_NA","CRC_VALUE","ETL_MODIFI","UK","EDW_INSERT","UK_HAZ","CRC_HAZ","ETL_MODI_1","GIS_ACRES","SHAPE_AREA","SHAPE_LEN"
1423,217247,"0803060000670000001","080306","1113","Underburn - Low Intensity (Majority of Unit)","N/A",1018,"ACRES","08","03","06","GA","FS","08","05",NA,NA,0,0,NA,NA,NA,1018,1018,"ACRES","2014/01/13","2014/03/01","2014/03/01",2014,2014,2014,2014,"3","WFHF","300","303",45,"NEPA PEND","NEPA Pending",NA,NA,NA,NA,NA,"4084416010602","4210408010602","0000670000","001","A","Broadcast Burn","RX COMPT. 670","WATERGAUGE  FY 14","FA","1432010602","917943010602","Y","CWPP","Fire","Ping Pong Balls","Prescribed Burn",NA,3,"Accomplished","2014/03/01",NA,NA,0,"0803","CHATTAHOOCHEE-OCONEE NATIONAL FOREST","9183076AF3D3D50B","N","0803_20441_ACTP","2017/01/14","4084416010602_0803060000670000001","B4F1CE7333132A47","2017/02/24",1018.401,0.000405860558472,0.106417778832
1424,216796,"0803060000061000001","080306","1113","Underburn - Low Intensity (Majority of Unit)","N/A",1000,"ACRES","08","03","06","GA","FS","08","05",NA,NA,0,0,NA,NA,NA,1000,1000,"ACRES","2009/01/07","2009/03/07","2009/03/07",2009,2009,2009,2009,"3","WFHF","300","303",45,"NEPA PEND","NEPA Pending","EAST ZONE FY09 BURNING",NA,NA,"N","N","AC1653195010602","AU277870010602","0000061000","001","A","Broadcast Burn","COMPT. 61","COMPT. 67 CAMP CREEK","FA","1432010602","419401010602","Y","None","Fire","Ping Pong Balls","Prescribed Burn","Camp Creek",3,"Accomplished","2009/03/07","03","GPS  Differentially Corrected Data",0,"0803","CHATTAHOOCHEE-OCONEE NATIONAL FOREST","DFABE42A349EB31E","N","0803_246_ACTP","2017/01/14","AC1653195010602_0803060000061000001","6D28EE7EA0D45C7D","2017/02/24",1019.03,0.000406111142369,0.105207400332
1424,217247,"0803060000670000001","080306","1113","Underburn - Low Intensity (Majority of Unit)","N/A",1018,"ACRES","08","03","06","GA","FS","08","05",NA,NA,0,0,NA,NA,NA,1018,1018,"ACRES","2014/01/13","2014/03/01","2014/03/01",2014,2014,2014,2014,"3","WFHF","300","303",45,"NEPA PEND","NEPA Pending",NA,NA,NA,NA,NA,"4084416010602","4210408010602","0000670000","001","A","Broadcast Burn","RX COMPT. 670","WATERGAUGE  FY 14","FA","1432010602","917943010602","Y","CWPP","Fire","Ping Pong Balls","Prescribed Burn",NA,3,"Accomplished","2014/03/01",NA,NA,0,"0803","CHATTAHOOCHEE-OCONEE NATIONAL FOREST","9183076AF3D3D50B","N","0803_20441_ACTP","2017/01/14","4084416010602_0803060000670000001","B4F1CE7333132A47","2017/02/24",1018.401,0.000405860558472,0.106417778832
1427,216796,"0803060000061000001","080306","1113","Underburn - Low Intensity (Majority of Unit)","N/A",1000,"ACRES","08","03","06","GA","FS","08","05",NA,NA,0,0,NA,NA,NA,1000,1000,"ACRES","2009/01/07","2009/03/07","2009/03/07",2009,2009,2009,2009,"3","WFHF","300","303",45,"NEPA PEND","NEPA Pending","EAST ZONE FY09 BURNING",NA,NA,"N","N","AC1653195010602","AU277870010602","0000061000","001","A","Broadcast Burn","COMPT. 61","COMPT. 67 CAMP CREEK","FA","1432010602","419401010602","Y","None","Fire","Ping Pong Balls","Prescribed Burn","Camp Creek",3,"Accomplished","2009/03/07","03","GPS  Differentially Corrected Data",0,"0803","CHATTAHOOCHEE-OCONEE NATIONAL FOREST","DFABE42A349EB31E","N","0803_246_ACTP","2017/01/14","AC1653195010602_0803060000061000001","6D28EE7EA0D45C7D","2017/02/24",1019.03,0.000406111142369,0.105207400332
1427,217247,"0803060000670000001","080306","1113","Underburn - Low Intensity (Majority of Unit)","N/A",1018,"ACRES","08","03","06","GA","FS","08","05",NA,NA,0,0,NA,NA,NA,1018,1018,"ACRES","2014/01/13","2014/03/01","2014/03/01",2014,2014,2014,2014,"3","WFHF","300","303",45,"NEPA PEND","NEPA Pending",NA,NA,NA,NA,NA,"4084416010602","4210408010602","0000670000","001","A","Broadcast Burn","RX COMPT. 670","WATERGAUGE  FY 14","FA","1432010602","917943010602","Y","CWPP","Fire","Ping Pong Balls","Prescribed Burn",NA,3,"Accomplished","2014/03/01",NA,NA,0,"0803","CHATTAHOOCHEE-OCONEE NATIONAL FOREST","9183076AF3D3D50B","N","0803_20441_ACTP","2017/01/14","4084416010602_0803060000670000001","B4F1CE7333132A47","2017/02/24",1018.401,0.000405860558472,0.106417778832
1435,216798,"0803060000062000001","080306","1113","Underburn - Low Intensity (Majority of Unit)","N/A",1033,"ACRES","08","03","06","GA","FS","08","05",NA,NA,0,0,NA,NA,NA,915,0,"ACRES","2017/01/07",NA,NA,2017,0,0,2017,"3","WFHF","300","303",45,"NEPA PEND","NEPA Pending",NA,NA,NA,NA,NA,"4413121010602","AU277874010602","0000062000","001","A","Broadcast Burn","COMPT. 62 DEADEN TIMBER","DEADEN TIMBER FY 17","FA","1432010602","419406010602","Y","CWPP Equivalent","Fire","Ping Pong Balls","Prescribed Burn",NA,3,"Accomplished","2009/03/07","03","GPS  Differentially Corrected Data",0,"0803","CHATTAHOOCHEE-OCONEE NATIONAL FOREST","76A696059ACE5ED6","N","0803_251_ACTP","2017/01/14","4413121010602_0803060000062000001","0F3D5AB736A91A85","2017/02/24",754.418,0.000300710979149,0.0986922599026
1435,216797,"0803060000062000001","080306","1113","Underburn - Low Intensity (Majority of Unit)","N/A",1033,"ACRES","08","03","06","GA","FS","08","05",NA,NA,0,0,NA,NA,NA,772,772,"ACRES","2009/01/07","2009/03/10","2009/03/12",2009,2009,2009,2009,"3","WFHF","300","303",45,"NEPA PEND","NEPA Pending","EAST ZONE FY09 BURNING",NA,NA,"N","N","AC1653203010602","AU277874010602","0000062000","001","A","Broadcast Burn","COMPT. 62 DEADEN TIMBER","DEADEN TIMBER FY 17","FA","1432010602","419406010602","Y","None","Fire","Ping Pong Balls","Prescribed Burn","Camp Creek",3,"Accomplished","2009/03/07","03","GPS  Differentially Corrected Data",0,"0803","CHATTAHOOCHEE-OCONEE NATIONAL FOREST","76A696059ACE5ED6","N","0803_251_ACTP","2017/01/14","AC1653203010602_0803060000062000001","0F3D5AB7E7A6A037","2017/02/24",754.418,0.000300710979149,0.0986922599026
1440,250415,"0812020000048005000","081202","4117","Stand Clearcut (w/ leave trees) (EA/RH/FH)","N/A",48,"ACRES","08","12","02","SC","FS","08","24","600","4",0,0,NA,NA,NA,48,48,"ACRES","2014/08/31","2014/09/16",NA,2014,2014,0,2014,"6","XXXX","420","421",0,"28634","(PALS)AP LOBLOLLY PINE REMOVAL AND RESTORATION PROJECT","AP NATIVE FOREST AND WILDLIFE HABITAT RESTORATION STEWARDSHIP PROJECT","FMS-0812-12","STWD",NA,NA,"4348663010602","4494122010602","0000048005","000","A","Biomass Removal",NA,NA,"PR","38245","954107010602","Y","CWPP Equivalent","Mechanical","Rubber tired skidder logging","Tractor Logging",NA,3,"Accomplished","2014/10/23","20","Digitized Other",0,"0812","FRANCIS MARION-SUMTER NATIONAL FOREST","D7A3149B11F286E3","N","0812_12804_ACTP","2017/01/14","4348663010602_0812020000048005000","4809A1CF07EA3B57","2017/02/24",47.808,1.90524937092e-05,0.047816186423
1440,252108,"08120200048TRB01000","081202","1111","Broadcast Burning - Covers a majority of the unit","N/A",505,"ACRES","08","12","02","SC","FS","08","24",NA,NA,0,0,NA,NA,NA,505,505,"ACRES","2012/11/01","2013/03/17","2013/03/17",2013,2013,2013,2013,"3","WFHF","101","303",35,"18944","(PALS)DECISIOJN MEMO FOR SPRING 2007 CONTROLLED BURNING PROJECT",NA,NA,NA,NA,NA,"3850289010602","3913812010602","00048TRB01","000","A","Broadcast Burn","TURKEY RIDGE","TURKEY RIDGE","FA","16851","878791010602","Y","CWPP Equivalent","Fire","Ping Pong Balls","Fire",NA,3,"Accomplished","2013/09/13","20","Digitized Other",0,"0812","FRANCIS MARION-SUMTER NATIONAL FOREST","545C26676F619ACF","N","0812_9580_ACTP","2017/01/14","3850289010602_08120200048TRB01000","2FD996680E87EBB4","2017/02/24",490.39,0.000195432428831,0.0706640752276
1440,250414,"0812020000048005000","081202","4474","Site Preparation for Planting - Mechanical","N/A",48,"ACRES","08","12","02","SC","FS","08","24","600","4",0,0,NA,NA,NA,48,48,"ACRES","2014/09/01","2014/09/15",NA,2014,2014,0,2014,"6","GSRV","420","455",25,"28634","(PALS)AP LOBLOLLY PINE REMOVAL AND RESTORATION PROJECT","AP NATIVE FOREST AND WILDLIFE HABITAT RESTORATION STEWARDSHIP PROJECT","FMS-0812-12","STWD",NA,NA,"4348664010602","4494122010602","0000048005","000","A","Machine Pile",NA,NA,"CT","38245","954107010602","Y","CWPP Equivalent","Mechanical","Feller Buncher","Tractor Logging",NA,3,"Accomplished","2014/10/23","20","Digitized Other",0,"0812","FRANCIS MARION-SUMTER NATIONAL FOREST","D7A3149B11F286E3","N","0812_12804_ACTP","2017/01/14","4348664010602_0812020000048005000","4809A1CFC43C6568","2017/02/24",47.808,1.90524937092e-05,0.047816186423
1441,216798,"0803060000062000001","080306","1113","Underburn - Low Intensity (Majority of Unit)","N/A",1033,"ACRES","08","03","06","GA","FS","08","05",NA,NA,0,0,NA,NA,NA,915,0,"ACRES","2017/01/07",NA,NA,2017,0,0,2017,"3","WFHF","300","303",45,"NEPA PEND","NEPA Pending",NA,NA,NA,NA,NA,"4413121010602","AU277874010602","0000062000","001","A","Broadcast Burn","COMPT. 62 DEADEN TIMBER","DEADEN TIMBER FY 17","FA","1432010602","419406010602","Y","CWPP Equivalent","Fire","Ping Pong Balls","Prescribed Burn",NA,3,"Accomplished","2009/03/07","03","GPS  Differentially Corrected Data",0,"0803","CHATTAHOOCHEE-OCONEE NATIONAL FOREST","76A696059ACE5ED6","N","0803_251_ACTP","2017/01/14","4413121010602_0803060000062000001","0F3D5AB736A91A85","2017/02/24",754.418,0.000300710979149,0.0986922599026
1441,216797,"0803060000062000001","080306","1113","Underburn - Low Intensity (Majority of Unit)","N/A",1033,"ACRES","08","03","06","GA","FS","08","05",NA,NA,0,0,NA,NA,NA,772,772,"ACRES","2009/01/07","2009/03/10","2009/03/12",2009,2009,2009,2009,"3","WFHF","300","303",45,"NEPA PEND","NEPA Pending","EAST ZONE FY09 BURNING",NA,NA,"N","N","AC1653203010602","AU277874010602","0000062000","001","A","Broadcast Burn","COMPT. 62 DEADEN TIMBER","DEADEN TIMBER FY 17","FA","1432010602","419406010602","Y","None","Fire","Ping Pong Balls","Prescribed Burn","Camp Creek",3,"Accomplished","2009/03/07","03","GPS  Differentially Corrected Data",0,"0803","CHATTAHOOCHEE-OCONEE NATIONAL FOREST","76A696059ACE5ED6","N","0803_251_ACTP","2017/01/14","AC1653203010602_0803060000062000001","0F3D5AB7E7A6A037","2017/02/24",754.418,0.000300710979149,0.0986922599026
1443,216798,"0803060000062000001","080306","1113","Underburn - Low Intensity (Majority of Unit)","N/A",1033,"ACRES","08","03","06","GA","FS","08","05",NA,NA,0,0,NA,NA,NA,915,0,"ACRES","2017/01/07",NA,NA,2017,0,0,2017,"3","WFHF","300","303",45,"NEPA PEND","NEPA Pending",NA,NA,NA,NA,NA,"4413121010602","AU277874010602","0000062000","001","A","Broadcast Burn","COMPT. 62 DEADEN TIMBER","DEADEN TIMBER FY 17","FA","1432010602","419406010602","Y","CWPP Equivalent","Fire","Ping Pong Balls","Prescribed Burn",NA,3,"Accomplished","2009/03/07","03","GPS  Differentially Corrected Data",0,"0803","CHATTAHOOCHEE-OCONEE NATIONAL FOREST","76A696059ACE5ED6","N","0803_251_ACTP","2017/01/14","4413121010602_0803060000062000001","0F3D5AB736A91A85","2017/02/24",754.418,0.000300710979149,0.0986922599026
1443,216797,"0803060000062000001","080306","1113","Underburn - Low Intensity (Majority of Unit)","N/A",1033,"ACRES","08","03","06","GA","FS","08","05",NA,NA,0,0,NA,NA,NA,772,772,"ACRES","2009/01/07","2009/03/10","2009/03/12",2009,2009,2009,2009,"3","WFHF","300","303",45,"NEPA PEND","NEPA Pending","EAST ZONE FY09 BURNING",NA,NA,"N","N","AC1653203010602","AU277874010602","0000062000","001","A","Broadcast Burn","COMPT. 62 DEADEN TIMBER","DEADEN TIMBER FY 17","FA","1432010602","419406010602","Y","None","Fire","Ping Pong Balls","Prescribed Burn","Camp Creek",3,"Accomplished","2009/03/07","03","GPS  Differentially Corrected Data",0,"0803","CHATTAHOOCHEE-OCONEE NATIONAL FOREST","76A696059ACE5ED6","N","0803_251_ACTP","2017/01/14","AC1653203010602_0803060000062000001","0F3D5AB7E7A6A037","2017/02/24",754.418,0.000300710979149,0.0986922599026
1463,216796,"0803060000061000001","080306","1113","Underburn - Low Intensity (Majority of Unit)","N/A",1000,"ACRES","08","03","06","GA","FS","08","05",NA,NA,0,0,NA,NA,NA,1000,1000,"ACRES","2009/01/07","2009/03/07","2009/03/07",2009,2009,2009,2009,"3","WFHF","300","303",45,"NEPA PEND","NEPA Pending","EAST ZONE FY09 BURNING",NA,NA,"N","N","AC1653195010602","AU277870010602","0000061000","001","A","Broadcast Burn","COMPT. 61","COMPT. 67 CAMP CREEK","FA","1432010602","419401010602","Y","None","Fire","Ping Pong Balls","Prescribed Burn","Camp Creek",3,"Accomplished","2009/03/07","03","GPS  Differentially Corrected Data",0,"0803","CHATTAHOOCHEE-OCONEE NATIONAL FOREST","DFABE42A349EB31E","N","0803_246_ACTP","2017/01/14","AC1653195010602_0803060000061000001","6D28EE7EA0D45C7D","2017/02/24",1019.03,0.000406111142369,0.105207400332
1463,217247,"0803060000670000001","080306","1113","Underburn - Low Intensity (Majority of Unit)","N/A",1018,"ACRES","08","03","06","GA","FS","08","05",NA,NA,0,0,NA,NA,NA,1018,1018,"ACRES","2014/01/13","2014/03/01","2014/03/01",2014,2014,2014,2014,"3","WFHF","300","303",45,"NEPA PEND","NEPA Pending",NA,NA,NA,NA,NA,"4084416010602","4210408010602","0000670000","001","A","Broadcast Burn","RX COMPT. 670","WATERGAUGE  FY 14","FA","1432010602","917943010602","Y","CWPP","Fire","Ping Pong Balls","Prescribed Burn",NA,3,"Accomplished","2014/03/01",NA,NA,0,"0803","CHATTAHOOCHEE-OCONEE NATIONAL FOREST","9183076AF3D3D50B","N","0803_20441_ACTP","2017/01/14","4084416010602_0803060000670000001","B4F1CE7333132A47","2017/02/24",1018.401,0.000405860558472,0.106417778832
1469,216796,"0803060000061000001","080306","1113","Underburn - Low Intensity (Majority of Unit)","N/A",1000,"ACRES","08","03","06","GA","FS","08","05",NA,NA,0,0,NA,NA,NA,1000,1000,"ACRES","2009/01/07","2009/03/07","2009/03/07",2009,2009,2009,2009,"3","WFHF","300","303",45,"NEPA PEND","NEPA Pending","EAST ZONE FY09 BURNING",NA,NA,"N","N","AC1653195010602","AU277870010602","0000061000","001","A","Broadcast Burn","COMPT. 61","COMPT. 67 CAMP CREEK","FA","1432010602","419401010602","Y","None","Fire","Ping Pong Balls","Prescribed Burn","Camp Creek",3,"Accomplished","2009/03/07","03","GPS  Differentially Corrected Data",0,"0803","CHATTAHOOCHEE-OCONEE NATIONAL FOREST","DFABE42A349EB31E","N","0803_246_ACTP","2017/01/14","AC1653195010602_0803060000061000001","6D28EE7EA0D45C7D","2017/02/24",1019.03,0.000406111142369,0.105207400332
1469,217247,"0803060000670000001","080306","1113","Underburn - Low Intensity (Majority of Unit)","N/A",1018,"ACRES","08","03","06","GA","FS","08","05",NA,NA,0,0,NA,NA,NA,1018,1018,"ACRES","2014/01/13","2014/03/01","2014/03/01",2014,2014,2014,2014,"3","WFHF","300","303",45,"NEPA PEND","NEPA Pending",NA,NA,NA,NA,NA,"4084416010602","4210408010602","0000670000","001","A","Broadcast Burn","RX COMPT. 670","WATERGAUGE  FY 14","FA","1432010602","917943010602","Y","CWPP","Fire","Ping Pong Balls","Prescribed Burn",NA,3,"Accomplished","2014/03/01",NA,NA,0,"0803","CHATTAHOOCHEE-OCONEE NATIONAL FOREST","9183076AF3D3D50B","N","0803_20441_ACTP","2017/01/14","4084416010602_0803060000670000001","B4F1CE7333132A47","2017/02/24",1018.401,0.000405860558472,0.106417778832
1472,250576,"0812020000048B03000","081202","6101","Wildlife Habitat Prescribed fire","N/A",337,"ACRES","08","12","02","SC","FS","08","24",NA,NA,0,0,NA,NA,NA,100,100,"ACRES","2011/12/10","2012/03/26","2012/03/26",2012,2012,2012,2012,"6","NFWF","300","303",35,"NOT REQD","DEFAULT FOR NOT REQUIRED",NA,NA,NA,NA,NA,"3520965010602","AU277889010602","0000048B03","000","A","Broadcast Burn","BACK 90","BACK 90 RX BURN","FA","101053410534","419421010602","Y","CWPP Equivalent","Fire","Ping Pong Balls","Prescribed Burn",NA,3,"Accomplished","2012/04/19","20","Digitized Other",0,"0812","FRANCIS MARION-SUMTER NATIONAL FOREST","A4D953B3119BC14C","N","0812_8195_ACTP","2017/01/14","3520965010602_0812020000048B03000","7E147826062E5E1D","2017/02/24",326.419,0.00013009865623,0.0562104686164
1472,250573,"0812020000048B03000","081202","6101","Wildlife Habitat Prescribed fire","N/A",337,"ACRES","08","12","02","SC","FS","08","24",NA,NA,0,0,NA,NA,NA,340,350,"ACRES","2007/10/01","2008/03/17","2008/03/17",2008,2008,2008,2008,"3","WFHF","000","000",35,"18944","(PALS)DECISIOJN MEMO FOR SPRING 2007 CONTROLLED BURNING PROJECT",NA,NA,NA,"N","N","AC1653265010602","AU277889010602","0000048B03","000","A","Broadcast Burn","BACK 90","BACK 90 RX BURN","FA","16851","419421010602","Y","CWPP Equivalent","Fire","NA","Not Applicable",NA,3,"Accomplished","2012/04/19","20","Digitized Other",0,"0812","FRANCIS MARION-SUMTER NATIONAL FOREST","A4D953B3119BC14C","N","0812_8195_ACTP","2017/01/14","AC1653265010602_0812020000048B03000","7E147826756C93D5","2017/02/24",326.419,0.00013009865623,0.0562104686164
1472,250575,"0812020000048B03000","081202","1111","Broadcast Burning - Covers a majority of the unit","N/A",337,"ACRES","08","12","02","SC","FS","08","24",NA,NA,0,0,NA,NA,NA,337,337,"ACRES","2016/01/01","2016/03/21","2016/03/21",2016,2016,2016,2016,"3","WFHF","300","302",35,"45901","(PALS)FY15 AP CONTROLLED BURNING",NA,NA,NA,NA,NA,"5124544010602","AU277889010602","0000048B03","000","A","Broadcast Burn","BACK 90","BACK 90 RX BURN","FA","42928","419421010602","Y","None","Fire","Drip torch","Prescribed Burn",NA,3,"Accomplished","2012/04/19","20","Digitized Other",0,"0812","FRANCIS MARION-SUMTER NATIONAL FOREST","A4D953B3119BC14C","N","0812_8195_ACTP","2017/01/14","5124544010602_0812020000048B03000","7E1478261BA7AB0B","2017/02/24",326.419,0.00013009865623,0.0562104686164
1472,250574,"0812020000048B03000","081202","1111","Broadcast Burning - Covers a majority of the unit","N/A",337,"ACRES","08","12","02","SC","FS","08","24",NA,NA,0,0,NA,NA,NA,240,240,"ACRES","2011/12/10","2012/03/26","2012/03/26",2012,2012,2012,2012,"3","WFHF","300","303",35,"NOT REQD","DEFAULT FOR NOT REQUIRED",NA,NA,NA,NA,NA,"3520991010602","AU277889010602","0000048B03","000","A","Broadcast Burn","BACK 90","BACK 90 RX BURN","FA","101053410534","419421010602","Y","CWPP Equivalent","Fire","Ping Pong Balls","Prescribed Burn",NA,3,"Accomplished","2012/04/19","20","Digitized Other",0,"0812","FRANCIS MARION-SUMTER NATIONAL FOREST","A4D953B3119BC14C","N","0812_8195_ACTP","2017/01/14","3520991010602_0812020000048B03000","7E14782610FB43F4","2017/02/24",326.419,0.00013009865623,0.0562104686164
1485,217247,"0803060000670000001","080306","1113","Underburn - Low Intensity (Majority of Unit)","N/A",1018,"ACRES","08","03","06","GA","FS","08","05",NA,NA,0,0,NA,NA,NA,1018,1018,"ACRES","2014/01/13","2014/03/01","2014/03/01",2014,2014,2014,2014,"3","WFHF","300","303",45,"NEPA PEND","NEPA Pending",NA,NA,NA,NA,NA,"4084416010602","4210408010602","0000670000","001","A","Broadcast Burn","RX COMPT. 670","WATERGAUGE  FY 14","FA","1432010602","917943010602","Y","CWPP","Fire","Ping Pong Balls","Prescribed Burn",NA,3,"Accomplished","2014/03/01",NA,NA,0,"0803","CHATTAHOOCHEE-OCONEE NATIONAL FOREST","9183076AF3D3D50B","N","0803_20441_ACTP","2017/01/14","4084416010602_0803060000670000001","B4F1CE7333132A47","2017/02/24",1018.401,0.000405860558472,0.106417778832
1485,216796,"0803060000061000001","080306","1113","Underburn - Low Intensity (Majority of Unit)","N/A",1000,"ACRES","08","03","06","GA","FS","08","05",NA,NA,0,0,NA,NA,NA,1000,1000,"ACRES","2009/01/07","2009/03/07","2009/03/07",2009,2009,2009,2009,"3","WFHF","300","303",45,"NEPA PEND","NEPA Pending","EAST ZONE FY09 BURNING",NA,NA,"N","N","AC1653195010602","AU277870010602","0000061000","001","A","Broadcast Burn","COMPT. 61","COMPT. 67 CAMP CREEK","FA","1432010602","419401010602","Y","None","Fire","Ping Pong Balls","Prescribed Burn","Camp Creek",3,"Accomplished","2009/03/07","03","GPS  Differentially Corrected Data",0,"0803","CHATTAHOOCHEE-OCONEE NATIONAL FOREST","DFABE42A349EB31E","N","0803_246_ACTP","2017/01/14","AC1653195010602_0803060000061000001","6D28EE7EA0D45C7D","2017/02/24",1019.03,0.000406111142369,0.105207400332
1494,251939,"08120200000RMB01000","081202","1111","Broadcast Burning - Covers a majority of the unit","N/A",1375,"ACRES","08","12","02","SC","FS","08","24",NA,NA,0,0,NA,NA,NA,1375,1375,"ACRES","2014/02/01","2014/03/14","2014/03/14",2014,2014,2014,2014,"3","WFHF","101","310",25,"NOT REQD","DEFAULT FOR NOT REQUIRED",NA,NA,NA,NA,NA,"4214787010602","4343192010602","00000RMB01","000","A","Broadcast Burn","RIDLEY MOUNTAIN","RIDLEY MOUNTAIN","FA","101053410534","933603010602","Y","CWPP Equivalent","Fire","Aerial Ignition Device","Fire",NA,3,"Accomplished","2014/06/20","20","Digitized Other",0,"0812","FRANCIS MARION-SUMTER NATIONAL FOREST","F4FAC7A631D0D96D","N","0812_10858_ACTP","2017/01/14","4214787010602_08120200000RMB01000","DE6BDBEDF15F4F83","2017/02/24",1366.853,0.000545894815757,0.129002876309
1509,216596,"0803060000160000001","080306","1113","Underburn - Low Intensity (Majority of Unit)","N/A",850,"ACRES","08","03","06","GA","FS","08","05",NA,NA,0,0,NA,NA,NA,810,811,"ACRES","2014/01/10","2014/03/14","2014/03/14",2014,2014,2014,2014,"3","WFHF","300","303",45,"NEPA PEND","NEPA Pending",NA,NA,NA,NA,NA,"4084195010602","4210032010602","0000160000","001","A","Broadcast Burn","RX COMPT 160","WILSON KNOB FY 14","FA","1432010602","917880010602","Y","CWPP","Fire","Ping Pong Balls","Prescribed Burn",NA,3,"Accomplished","2014/03/14",NA,NA,0,"0803","CHATTAHOOCHEE-OCONEE NATIONAL FOREST","FC9F24BF2FC40F3C","N","0803_20447_ACTP","2017/01/14","4084195010602_0803060000160000001","2E5FD77D6DE647ED","2017/02/24",811.338,0.000323972958542,0.110452413015
1510,216596,"0803060000160000001","080306","1113","Underburn - Low Intensity (Majority of Unit)","N/A",850,"ACRES","08","03","06","GA","FS","08","05",NA,NA,0,0,NA,NA,NA,810,811,"ACRES","2014/01/10","2014/03/14","2014/03/14",2014,2014,2014,2014,"3","WFHF","300","303",45,"NEPA PEND","NEPA Pending",NA,NA,NA,NA,NA,"4084195010602","4210032010602","0000160000","001","A","Broadcast Burn","RX COMPT 160","WILSON KNOB FY 14","FA","1432010602","917880010602","Y","CWPP","Fire","Ping Pong Balls","Prescribed Burn",NA,3,"Accomplished","2014/03/14",NA,NA,0,"0803","CHATTAHOOCHEE-OCONEE NATIONAL FOREST","FC9F24BF2FC40F3C","N","0803_20447_ACTP","2017/01/14","4084195010602_0803060000160000001","2E5FD77D6DE647ED","2017/02/24",811.338,0.000323972958542,0.110452413015
1551,216798,"0803060000062000001","080306","1113","Underburn - Low Intensity (Majority of Unit)","N/A",1033,"ACRES","08","03","06","GA","FS","08","05",NA,NA,0,0,NA,NA,NA,915,0,"ACRES","2017/01/07",NA,NA,2017,0,0,2017,"3","WFHF","300","303",45,"NEPA PEND","NEPA Pending",NA,NA,NA,NA,NA,"4413121010602","AU277874010602","0000062000","001","A","Broadcast Burn","COMPT. 62 DEADEN TIMBER","DEADEN TIMBER FY 17","FA","1432010602","419406010602","Y","CWPP Equivalent","Fire","Ping Pong Balls","Prescribed Burn",NA,3,"Accomplished","2009/03/07","03","GPS  Differentially Corrected Data",0,"0803","CHATTAHOOCHEE-OCONEE NATIONAL FOREST","76A696059ACE5ED6","N","0803_251_ACTP","2017/01/14","4413121010602_0803060000062000001","0F3D5AB736A91A85","2017/02/24",754.418,0.000300710979149,0.0986922599026
1551,216797,"0803060000062000001","080306","1113","Underburn - Low Intensity (Majority of Unit)","N/A",1033,"ACRES","08","03","06","GA","FS","08","05",NA,NA,0,0,NA,NA,NA,772,772,"ACRES","2009/01/07","2009/03/10","2009/03/12",2009,2009,2009,2009,"3","WFHF","300","303",45,"NEPA PEND","NEPA Pending","EAST ZONE FY09 BURNING",NA,NA,"N","N","AC1653203010602","AU277874010602","0000062000","001","A","Broadcast Burn","COMPT. 62 DEADEN TIMBER","DEADEN TIMBER FY 17","FA","1432010602","419406010602","Y","None","Fire","Ping Pong Balls","Prescribed Burn","Camp Creek",3,"Accomplished","2009/03/07","03","GPS  Differentially Corrected Data",0,"0803","CHATTAHOOCHEE-OCONEE NATIONAL FOREST","76A696059ACE5ED6","N","0803_251_ACTP","2017/01/14","AC1653203010602_0803060000062000001","0F3D5AB7E7A6A037","2017/02/24",754.418,0.000300710979149,0.0986922599026
